,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa)
2013-10-03 20:00:00,38828,5233,96,33499,0,1482,0,0,2468,6025,2399,5328,3164,1,414,0,0,0,3253,352,0,1287,7326,9.3,7.4,88.0,9.0,5.0,24.1,103.05
2013-10-03 21:00:00,40025,6271,104,33650,0,97,0,0,2476,6026,2428,6298,3175,0,672,0,0,0,2558,317,0,1282,8321,8.3,6.8,90.0,8.0,4.0,24.1,103.08
2013-10-03 22:00:00,45662,18050,94,27518,0,92,0,0,2492,6028,2403,4220,3171,0,426,0,0,0,1514,495,0,1294,5383,7.6,6.7,94.0,8.0,4.0,24.1,103.12
2013-10-03 23:00:00,51405,21504,88,29813,0,104,0,0,2458,6001,2363,3567,3133,0,417,0,0,0,4178,426,0,1279,5887,6.8,5.9,94.0,8.0,4.0,24.1,103.12
2013-10-04 00:00:00,73422,35750,90,37582,0,91,0,0,2454,6010,2359,2541,3130,0,2553,0,762,0,2601,599,0,1290,13192,6.8,5.8,93.0,8.0,8.0,24.1,103.13
2013-10-04 01:00:00,116099,45364,86,70649,66,88,0,0,2434,6005,2358,1388,3129,0,5657,0,776,0,4547,677,0,1284,42240,7.6,6.4,92.0,4.0,6.0,24.1,103.17
2013-10-04 02:00:00,116191,43335,88,72768,1321,97,0,0,2426,6008,2340,1394,3119,0,4178,0,781,0,4091,690,0,1306,45017,6.8,5.9,94.0,9.0,6.0,24.1,103.18
2013-10-04 03:00:00,82200,47638,86,34476,595,100,0,0,2440,6011,2376,1403,3128,0,3109,0,743,0,2426,334,0,1314,10497,6.6,5.2,91.0,9.0,5.0,24.1,103.13
2013-10-04 04:00:00,98587,62922,96,35569,0,69,0,0,2401,5993,2330,1416,3119,0,3770,0,469,0,1917,758,0,1318,12009,6.1,5.2,94.0,10.0,9.0,24.1,103.11
2013-10-04 05:00:00,68953,6285,110,62558,0,13789,0,0,2452,6005,2361,1411,3155,0,1254,0,227,0,4157,467,0,9458,17822,6.8,6.2,96.0,11.0,5.0,24.1,103.16
2013-10-04 06:00:00,48208,6151,94,41963,0,6964,0,0,2443,6026,2395,1416,3174,0,883,0,75,0,1305,295,0,6136,10851,6.2,5.6,96.0,8.0,9.0,24.1,103.15
2013-10-04 07:00:00,31163,5627,108,25428,0,99,0,0,2470,6040,2418,1408,3179,0,300,0,26,0,2349,300,0,1329,5510,6.9,6.0,94.0,11.0,10.0,48.3,103.14
2013-10-04 08:00:00,32601,5556,102,26943,0,93,0,0,2437,6010,2375,1410,3176,0,300,0,19,0,3384,300,0,1319,6120,8.5,7.3,92.0,11.0,13.0,48.3,103.19
2013-10-04 09:00:00,32071,6153,108,25810,0,101,0,0,2459,6027,2419,1391,3180,1,300,0,18,0,2056,300,0,1319,6239,9.3,7.4,88.0,10.0,9.0,48.3,103.2
2013-10-04 10:00:00,30586,6004,96,24486,0,98,0,0,2450,6022,2417,1405,3184,1,300,0,16,0,1308,300,0,1320,5665,11.2,7.9,80.0,11.0,12.0,48.3,103.17
2013-10-04 11:00:00,31537,5738,98,25701,0,95,0,0,2463,6024,2405,1394,3180,0,300,0,3,0,2291,300,0,1327,5919,12.9,9.0,77.0,11.0,7.0,48.3,103.18
2013-10-04 12:00:00,31729,5190,90,26449,0,98,0,0,2442,6015,2382,1384,3180,0,300,0,18,0,2899,300,0,1320,6111,13.0,8.9,76.0,14.0,9.0,48.3,103.09
2013-10-04 13:00:00,99509,71560,98,27851,0,75,0,0,2415,6548,2333,1410,3168,1,302,0,17,0,2460,411,0,1311,7400,13.0,9.3,78.0,22.0,12.0,48.3,103.06
2013-10-04 14:00:00,74899,5923,98,68878,436,71,0,0,2449,8253,2309,1481,3141,0,524,0,0,0,3945,690,0,1303,44276,12.0,9.6,85.0,22.0,6.0,48.3,102.98
2013-10-04 15:00:00,48858,5827,88,42943,0,95,0,0,2446,6002,2346,1399,3138,0,300,0,0,0,10938,419,0,1309,14551,11.8,9.6,86.0,29.0,7.0,48.3,102.96
2013-10-04 16:00:00,41336,10426,102,30808,0,84,0,0,2430,6001,2347,1403,3125,0,300,0,0,0,2226,317,0,1314,11261,11.5,9.1,85.0,24.0,5.0,48.3,102.93
2013-10-04 17:00:00,39565,8065,98,31402,0,94,0,0,2419,6007,2357,1397,3145,0,300,0,0,0,4020,300,0,1319,10044,11.4,9.2,86.0,16.0,1.0,48.3,102.88
2013-10-04 18:00:00,32694,6845,80,25769,0,99,0,0,2461,6019,2400,1407,3166,0,300,0,0,0,2300,300,0,1324,5993,11.3,9.4,88.0,29.0,5.0,32.2,102.88
2013-10-04 19:00:00,33226,5407,90,27729,0,96,0,0,2450,6025,2378,1401,3163,0,300,0,0,0,4463,364,0,1288,5801,11.2,9.8,91.0,,0.0,24.1,102.82
2013-10-04 20:00:00,30981,6231,92,24658,0,96,0,0,2456,6015,2372,1395,3172,0,300,0,0,0,1674,300,0,1289,5589,11.7,9.5,86.0,33.0,1.0,24.1,102.8
2013-10-04 21:00:00,33968,6003,106,27859,0,86,0,0,2437,6020,2372,1418,3162,0,300,0,0,0,1580,496,0,1288,8700,11.3,10.1,92.0,32.0,7.0,24.1,102.8
2013-10-04 22:00:00,31971,5417,82,26472,0,95,0,0,2465,6025,2380,1405,3169,0,300,0,0,0,2859,318,0,1288,6168,11.1,10.0,93.0,29.0,3.0,24.1,102.8
2013-10-04 23:00:00,50558,24586,70,25902,0,97,0,0,2449,6013,2387,1397,3138,0,300,0,0,0,2549,712,0,1288,5572,11.1,9.9,92.0,30.0,9.0,24.1,102.81
2013-10-05 00:00:00,55836,13190,80,42566,0,75,0,0,2417,6078,17572,1395,3107,2,300,0,0,0,2420,499,0,1279,7422,11.7,8.8,82.0,25.0,1.0,24.1,102.78
2013-10-05 01:00:00,159911,39433,98,120380,3434,16,0,0,2389,6334,62316,1393,3083,1,300,0,172,0,3212,743,0,1272,35715,12.2,7.1,71.0,7.0,21.0,24.1,102.75
2013-10-05 02:00:00,96754,28648,98,68008,1313,76,0,0,2414,6001,2323,1410,3115,0,1612,0,126,0,2694,724,0,1278,44922,12.1,7.2,72.0,11.0,8.0,24.1,102.75
2013-10-05 03:00:00,78121,23001,72,55048,220,5206,0,0,2441,6000,2344,3228,3120,0,1565,0,45,0,2928,727,0,4556,22668,12.2,7.5,73.0,10.0,11.0,24.1,102.71
2013-10-05 04:00:00,108750,33600,84,75066,0,20515,0,0,2451,6000,2318,2659,3128,0,300,0,21,0,3048,584,0,15364,18678,11.5,8.2,80.0,10.0,11.0,24.1,102.73
2013-10-05 05:00:00,105473,18388,108,86977,0,6923,0,0,2442,6279,45453,2167,3121,0,618,0,11,0,2437,297,0,6744,10485,12.3,8.4,77.0,7.0,17.0,24.1,102.7
2013-10-05 06:00:00,31787,6781,76,24930,0,0,0,0,2414,5969,1793,2658,3065,0,300,0,7,0,1324,300,0,1301,5799,11.8,8.7,81.0,16.0,14.0,24.1,102.69
2013-10-05 07:00:00,32853,5831,84,26938,0,13,0,0,2403,5976,2269,1641,3069,1,300,0,17,0,4128,300,0,1307,5514,12.3,9.0,80.0,6.0,7.0,24.1,102.7
2013-10-05 08:00:00,30800,6017,92,24691,0,20,0,0,2404,5989,2282,1670,3084,0,300,0,9,0,1575,300,0,1310,5748,12.6,9.6,82.0,11.0,12.0,32.2,102.7
2013-10-05 09:00:00,31195,6013,102,25080,0,62,0,0,2424,5991,2303,1665,3103,0,300,0,12,0,2049,300,0,1310,5561,13.4,9.7,78.0,7.0,9.0,40.2,102.72
2013-10-05 10:00:00,32838,6035,94,26709,0,68,0,0,2418,5993,2313,1653,3112,0,300,0,6,0,3515,300,0,1311,5720,14.0,9.7,75.0,9.0,10.0,40.2,102.66
2013-10-05 11:00:00,31039,5771,84,25184,0,52,0,0,2419,5992,2297,1645,3104,0,300,0,6,0,2038,300,0,1301,5730,14.7,10.2,74.0,10.0,10.0,40.2,102.64
2013-10-05 12:00:00,29971,5809,70,24092,0,31,0,0,2416,5986,2292,1629,3096,0,300,0,0,0,1152,300,0,1302,5588,16.3,10.0,66.0,8.0,9.0,40.2,102.6
2013-10-05 13:00:00,33317,6236,90,26991,0,52,0,0,2413,5992,2294,1647,3109,0,300,0,0,0,2465,300,0,1298,7121,15.2,11.2,77.0,25.0,9.0,48.3,102.52
2013-10-05 14:00:00,47046,19119,80,27847,0,2,0,0,2402,5988,2263,1756,3082,0,300,0,0,0,3861,448,0,1301,6444,16.5,11.3,71.0,23.0,3.0,48.3,102.42
2013-10-05 15:00:00,58001,33478,84,24439,0,3,0,0,2389,5974,2262,1653,3063,1,304,0,0,0,1280,419,0,1295,5796,16.0,11.2,73.0,27.0,9.0,48.3,102.38
2013-10-05 16:00:00,160065,121705,80,38280,0,3,918,0,2381,5988,2264,2015,3073,0,732,0,0,0,2613,504,1,1298,16490,16.0,9.9,67.0,26.0,8.0,48.3,102.31
2013-10-05 17:00:00,211609,84132,84,127393,0,16,3471,0,2400,5991,2264,3070,3049,0,300,77835,0,0,4767,610,8,1307,22305,14.6,12.0,84.0,34.0,6.0,48.3,102.24
2013-10-05 18:00:00,56125,19821,78,36226,0,8,8963,0,2405,5975,2237,3039,3040,0,300,0,0,0,2339,478,22,1283,6137,14.2,11.0,81.0,25.0,1.0,48.3,102.21
2013-10-05 19:00:00,46312,19560,88,26664,0,2,0,0,2397,5972,2251,3003,3062,0,300,0,0,0,2484,433,0,1272,5488,13.1,11.2,88.0,36.0,4.0,48.3,102.18
2013-10-05 20:00:00,47768,21309,92,26367,0,11,0,0,2433,5992,2275,3009,3063,1,300,0,0,0,1909,598,0,1284,5492,12.6,11.0,90.0,35.0,5.0,48.3,102.15
2013-10-05 21:00:00,200979,7707,98,193174,0,7,0,0,2417,5991,2274,3021,3064,0,300,164142,0,0,3290,465,0,1275,6928,12.3,10.2,87.0,14.0,5.0,48.3,102.12
2013-10-05 22:00:00,38520,6847,102,31571,0,3,0,0,2414,5994,2262,3028,3058,0,300,0,0,0,2337,388,0,5998,5789,11.4,10.3,93.0,35.0,6.0,48.3,102.09
2013-10-05 23:00:00,41471,6689,96,34686,0,334,0,0,2430,6008,2257,2976,3064,0,300,0,0,0,2846,360,0,8269,5842,10.6,9.8,95.0,33.0,5.0,48.3,102.05
2013-10-06 00:00:00,77032,6839,94,70099,0,2,0,0,2419,6030,2248,3398,3056,37662,300,0,0,0,3591,1001,0,1491,8901,10.9,10.3,96.0,31.0,3.0,48.3,102.02
2013-10-06 01:00:00,115154,7138,94,107922,0,11113,0,3256,2451,6067,2217,2973,3055,36028,300,0,92,0,4318,762,0,2048,33242,10.5,9.7,95.0,9.0,5.0,48.3,101.95
2013-10-06 02:00:00,113325,6822,106,106397,474,11991,0,26526,2411,6085,2211,3055,3062,0,5547,0,168,0,3301,421,0,7647,33498,9.4,8.8,96.0,12.0,10.0,48.3,101.89
2013-10-06 03:00:00,94157,6837,92,87228,1274,4,0,28425,2426,6076,2219,4438,3069,0,3572,0,60,0,4640,527,0,1385,29113,9.3,8.7,96.0,11.0,7.0,48.3,101.81
2013-10-06 04:00:00,123063,6736,92,116235,254,14,0,12856,2413,6110,2263,4232,3075,0,4134,57398,18,0,2069,1129,0,1269,19001,9.3,8.9,97.0,9.0,8.0,48.3,101.75
2013-10-06 05:00:00,72617,6495,94,66028,0,14384,0,7785,2504,6118,2247,2831,3073,0,3399,0,5,0,3375,315,0,10987,9005,9.4,9.1,98.0,10.0,5.0,48.3,101.71
2013-10-06 06:00:00,55549,6517,80,48952,0,10165,0,0,2390,6141,2259,1770,3073,0,2367,0,273,0,2899,319,0,9269,8027,9.0,8.7,98.0,,0.0,48.3,101.67
2013-10-06 07:00:00,47917,21624,86,26207,0,4,0,0,2403,6151,2260,1609,3067,0,300,0,750,0,1467,522,0,1349,6325,9.8,9.5,98.0,13.0,5.0,48.3,101.64
2013-10-06 08:00:00,34489,5876,92,28521,0,39,0,0,2419,6168,2294,1591,3092,1,300,0,747,0,4303,300,0,1304,5963,12.5,11.4,93.0,11.0,8.0,48.3,101.58
2013-10-06 09:00:00,32176,5927,100,26149,0,82,0,0,2433,6178,2323,1589,3101,1,300,0,735,0,1846,300,0,1308,5953,14.5,11.7,83.0,10.0,4.0,48.3,101.52
2013-10-06 10:00:00,32177,6078,90,26009,0,83,0,0,2432,6183,2320,1594,3115,0,300,0,569,0,1552,300,0,1306,6255,14.1,12.0,87.0,28.0,9.0,48.3,101.49
2013-10-06 11:00:00,33729,5817,102,27810,0,88,0,0,2443,6186,2311,1590,3104,1,300,0,187,0,3682,300,0,1303,6315,14.6,12.0,84.0,26.0,10.0,48.3,101.45
2013-10-06 12:00:00,31258,5523,68,25667,0,61,0,0,2427,6176,2300,1594,3100,0,300,0,1,0,2210,300,0,1299,5899,17.9,13.9,77.0,22.0,4.0,48.3,101.3
2013-10-06 13:00:00,35030,9782,90,25158,0,54,0,0,2420,6182,2297,1585,3102,0,301,0,0,0,1172,300,0,1301,6444,20.7,9.1,47.0,15.0,22.0,48.3,101.24
2013-10-06 14:00:00,36263,8887,94,27282,0,40,0,0,2413,6170,2278,1692,3074,0,300,0,1,0,3636,300,0,1300,6078,15.8,12.6,81.0,22.0,16.0,48.3,101.14
2013-10-06 15:00:00,52546,6184,90,46272,0,5,0,0,2407,6169,2249,1604,3075,0,300,0,0,0,2251,504,0,1306,26402,16.5,11.5,72.0,23.0,10.0,48.3,101.05
2013-10-06 16:00:00,64560,21922,82,42556,0,3,2137,0,2400,6165,2243,2060,3051,0,426,0,0,0,4501,732,2,1289,17547,18.1,12.2,68.0,1.0,5.0,48.3,100.98
2013-10-06 17:00:00,63313,22404,78,40831,1,17,7139,0,2427,6182,2245,5163,3024,0,2531,0,0,0,2312,412,15,1292,8071,18.2,8.8,54.0,16.0,9.0,48.3,100.92
2013-10-06 18:00:00,49243,23453,88,25702,0,1,0,0,2412,6177,2247,3033,3039,0,300,0,0,0,1164,425,0,1311,5593,15.9,8.2,60.0,11.0,8.0,32.2,100.88
2013-10-06 19:00:00,34811,5811,88,28912,0,0,0,0,2414,6169,2249,3050,3054,1,300,0,0,0,3772,300,0,1274,6329,13.8,9.9,77.0,16.0,6.0,24.1,100.91
2013-10-06 20:00:00,32345,5659,74,26612,0,36,0,0,2433,6185,2267,2995,3049,0,300,0,0,0,2224,300,0,1272,5551,14.8,9.2,69.0,14.0,8.0,24.1,100.88
2013-10-06 21:00:00,145283,5680,88,139515,0,12,4010,0,2415,6180,2251,2991,3049,1,300,108106,0,0,1360,447,12,1274,7107,15.0,9.4,69.0,9.0,6.0,24.1,100.95
2013-10-06 22:00:00,84970,27866,104,57000,0,10966,7858,0,2417,6190,2264,3543,3062,0,300,1075,0,0,3620,703,13,7350,7639,13.9,10.4,79.0,10.0,13.0,24.1,100.92
2013-10-06 23:00:00,68933,17002,84,51847,0,12633,0,0,2430,6181,2241,3779,3061,0,300,0,0,0,3818,419,0,10314,6671,13.2,10.8,85.0,10.0,18.0,19.3,100.94
2013-10-07 00:00:00,45774,6078,88,39608,0,6,0,0,2447,6171,2239,4810,3058,0,300,0,0,0,6932,397,0,1423,11825,12.3,10.6,89.0,12.0,19.0,16.1,100.96
2013-10-07 01:00:00,171504,15153,90,156261,0,0,2443,0,2421,6175,2217,4049,3015,0,300,97228,0,0,2957,800,1,1262,33393,12.2,10.5,89.0,9.0,17.0,19.3,101.02
2013-10-07 02:00:00,125079,30252,56,94771,693,11,5599,0,2382,6186,2225,4865,3035,0,364,0,205,0,5043,718,10,1262,62173,12.7,9.7,82.0,13.0,23.0,24.1,100.98
2013-10-07 03:00:00,97314,19243,72,77999,1155,0,0,0,2431,6164,2217,4187,3031,0,553,0,82,0,5256,560,0,1261,51102,12.0,10.6,91.0,11.0,21.0,24.1,100.95
2013-10-07 04:00:00,138399,21576,118,116705,0,661,0,0,2428,6172,2253,5256,3041,2,5111,61368,33,0,10759,770,0,1564,17287,12.0,10.4,90.0,14.0,17.0,16.1,100.95
2013-10-07 05:00:00,78414,12823,90,65501,0,19892,0,0,2417,6200,2265,3774,3062,0,300,1500,13,0,5607,278,0,12407,7786,11.9,10.5,91.0,14.0,22.0,19.3,100.95
2013-10-07 06:00:00,46644,6237,86,40321,0,5905,0,0,2406,6192,2255,3755,3056,0,810,0,16,0,2589,310,0,5411,7616,,,,,,,
2013-10-07 07:00:00,34168,6135,92,27941,0,52,0,0,2436,6202,2299,3758,3070,0,300,0,12,0,2340,300,0,1308,5864,,,,,,,
2013-10-07 08:00:00,35703,6136,80,29487,0,69,0,0,2449,6195,2298,3796,3071,0,300,0,13,0,4102,300,0,1309,5585,,,,,,,
2013-10-07 09:00:00,34647,6200,92,28355,0,69,0,0,2441,6193,2310,3732,3102,0,300,0,5,0,2587,300,0,1306,6010,,,,,,,
2013-10-07 10:00:00,35439,6015,112,29312,0,90,0,0,2458,6208,2313,3691,3092,1,300,0,7,0,4139,300,0,1261,5452,,,,,,,
2013-10-07 11:00:00,39097,11864,94,27139,0,54,0,0,2440,6196,2292,3698,3071,0,300,0,12,0,1561,300,0,1263,5952,,,,,,,
2013-10-07 12:00:00,35294,7978,96,27220,0,41,0,0,2448,6190,2273,3700,3061,0,300,0,1,0,2092,300,0,1290,5524,,,,,,,
2013-10-07 13:00:00,64849,30525,74,34250,0,15,0,0,2403,6183,2260,3714,3054,0,300,0,2,0,3830,523,0,1262,10704,,,,,,,
2013-10-07 14:00:00,69666,6392,96,63178,614,15,0,0,2442,6191,2268,4054,3066,0,822,0,0,0,3940,443,0,1274,38049,,,,,,,
2013-10-07 15:00:00,57813,6214,100,51499,0,7,0,0,2430,6182,2238,5194,3054,0,300,0,0,0,4067,348,0,1266,26413,,,,,,,
2013-10-07 16:00:00,41384,5602,74,35708,0,2,0,0,2424,6164,2252,4605,3046,0,395,0,0,0,3847,383,0,1270,11320,13.4,8.9,74.0,20.0,17.0,32.2,101.19
2013-10-07 17:00:00,41367,5551,72,35744,0,5,0,0,2424,6160,2253,4804,3054,0,4125,0,0,0,4201,317,0,1272,7129,13.3,8.6,73.0,19.0,18.0,24.1,101.18
2013-10-07 18:00:00,37191,6114,82,30995,0,10,0,0,2410,6168,2256,4987,3049,0,300,0,0,0,1418,316,0,1274,8807,12.9,9.2,78.0,20.0,18.0,24.1,101.18
2013-10-07 19:00:00,37441,6289,80,31072,0,42,0,0,2435,6197,2286,4814,3059,0,300,0,0,0,3200,333,0,1281,7125,12.7,9.0,78.0,18.0,13.0,19.3,101.2
2013-10-07 20:00:00,62070,5170,98,56802,0,36,0,0,2430,6189,2288,3265,3061,0,1415,25960,0,0,2842,317,0,1272,7727,12.7,9.2,79.0,18.0,6.0,19.3,101.21
2013-10-07 21:00:00,66367,5780,80,60507,0,78,0,0,2454,6208,2300,4796,3067,0,4141,23346,0,0,2126,354,0,1280,10357,11.7,10.5,92.0,1.0,6.0,19.3,101.26
2013-10-07 22:00:00,50444,18793,90,31561,0,73,0,0,2450,6204,2299,4659,3087,0,395,0,0,0,3084,400,0,1283,7627,11.3,10.4,94.0,29.0,19.0,16.1,101.31
2013-10-07 23:00:00,53622,23820,70,29732,0,66,0,0,2465,6195,2282,3094,3065,0,300,0,0,0,2438,516,0,1273,8038,11.2,8.8,85.0,27.0,36.0,19.3,101.32
2013-10-08 00:00:00,91161,42393,94,48674,0,7,0,0,2408,6176,2257,3038,3060,0,2115,0,0,0,4195,894,0,1275,23249,10.8,9.4,91.0,28.0,28.0,19.3,101.34
2013-10-08 01:00:00,157473,97607,84,59782,2850,10,0,0,2405,6182,2267,3547,3056,0,753,0,0,0,2357,786,0,1269,34300,10.7,8.1,84.0,28.0,32.0,24.1,101.31
2013-10-08 02:00:00,194779,81100,88,113591,1262,2,0,0,2386,6170,2244,3573,3056,0,480,40739,0,0,4510,477,0,1274,47418,10.4,7.5,82.0,28.0,31.0,24.1,101.32
2013-10-08 03:00:00,77069,23959,66,53044,399,0,0,0,2414,6167,2238,3968,3046,0,4785,0,122,0,1303,1264,0,1271,26067,10.2,7.1,81.0,28.0,34.0,24.1,101.29
2013-10-08 04:00:00,84032,18120,78,65834,0,10211,0,0,2420,6178,2250,3602,3043,0,5209,0,38,0,6033,454,0,9227,17169,10.1,6.8,80.0,28.0,28.0,24.1,101.33
2013-10-08 05:00:00,83580,16749,66,66765,0,19940,0,0,2444,6191,2285,1776,3093,1,3055,0,19,0,1183,296,0,13984,12498,10.3,7.0,80.0,29.0,38.0,24.1,101.29
2013-10-08 06:00:00,45544,5946,82,39516,0,4294,0,0,2397,6182,2261,1671,3062,0,1207,0,6,0,5176,297,0,4504,8459,10.5,6.5,76.0,29.0,53.0,32.2,101.25
2013-10-08 07:00:00,30532,5899,88,24545,0,36,0,0,2408,6188,2306,1671,3087,0,300,0,10,0,1285,300,0,1314,5640,10.4,6.9,79.0,29.0,40.0,32.2,101.28
2013-10-08 08:00:00,34336,8170,88,26078,0,76,0,0,2423,6195,2314,1685,3100,1,300,0,10,0,2479,300,0,1318,5877,10.9,7.1,77.0,30.0,42.0,32.2,101.26
2013-10-08 09:00:00,37623,10812,80,26731,0,89,0,0,2429,6209,2316,1694,3106,0,300,0,12,0,3677,300,0,1318,5281,11.5,6.7,72.0,35.0,19.0,32.2,101.37
2013-10-08 10:00:00,31478,7194,88,24196,0,76,0,0,2431,6206,2308,1681,3119,0,300,0,11,0,1175,300,0,1312,5277,12.9,7.2,68.0,14.0,16.0,32.2,101.5
2013-10-08 11:00:00,31746,5850,92,25804,0,61,0,0,2404,6197,2295,1673,3106,0,300,0,11,0,2344,300,0,1310,5803,13.0,6.6,65.0,19.0,9.0,32.2,101.52
2013-10-08 12:00:00,32686,5923,84,26679,0,42,0,0,2418,6197,2296,1672,3072,1,300,0,3,0,3660,300,0,1298,5420,12.8,7.5,70.0,22.0,10.0,32.2,101.55
2013-10-08 13:00:00,76096,30753,100,45243,21,2,0,0,2391,6250,16018,1669,3065,0,300,0,18,0,1403,463,0,1297,12346,13.2,7.7,69.0,29.0,14.0,32.2,101.52
2013-10-08 14:00:00,120899,5827,90,114982,1263,13,0,0,2408,6386,37463,1750,3060,0,303,0,0,0,3845,575,0,1303,56613,13.1,8.4,73.0,30.0,15.0,32.2,101.56
2013-10-08 15:00:00,39413,5968,98,33347,1261,6,0,0,2417,6172,2270,4443,3063,0,300,0,0,0,3224,517,0,1298,8376,13.3,8.6,73.0,29.0,26.0,32.2,101.58
2013-10-08 16:00:00,36566,5870,80,30616,1267,7,0,0,2433,6190,2277,3050,3064,0,1708,0,0,0,1679,674,0,1297,6970,12.7,8.8,77.0,29.0,24.0,48.3,101.57
2013-10-08 17:00:00,51751,5128,112,46511,1260,1,0,0,2445,6174,2269,3022,3065,0,6386,0,0,0,2321,383,0,1302,17883,12.0,9.1,82.0,30.0,15.0,48.3,101.62
2013-10-08 18:00:00,59571,5987,106,53478,1262,994,0,0,2452,6189,2235,3837,3059,1,3730,0,0,0,5384,418,0,1296,22621,11.0,9.1,88.0,29.0,16.0,32.2,101.66
2013-10-08 19:00:00,50127,5576,96,44455,1262,2,0,0,2435,6183,2265,3992,3050,0,5849,0,0,0,1729,334,0,1269,16085,10.1,8.7,91.0,33.0,6.0,24.1,101.7
2013-10-08 20:00:00,50311,5438,80,44793,1271,7,0,0,2471,6186,2281,4829,3060,1,6862,0,0,0,2150,317,0,1272,14086,10.2,7.3,82.0,7.0,11.0,24.1,101.77
2013-10-08 21:00:00,43220,5925,86,37209,1274,1688,0,0,2453,6187,2285,4288,3066,1,2441,0,0,0,3199,384,0,1274,8669,9.1,6.6,84.0,4.0,10.0,24.1,101.84
2013-10-08 22:00:00,65738,19908,72,45758,1287,54,0,11995,2424,6190,2280,1804,3067,0,4409,0,0,0,2780,443,0,1277,7748,8.3,6.3,87.0,3.0,11.0,24.1,101.91
2013-10-08 23:00:00,89932,23714,88,66130,1289,48,0,36862,2409,6175,2252,1617,3066,0,300,0,0,0,3529,341,0,1266,6976,7.4,5.4,87.0,1.0,5.0,24.1,101.94
2013-10-09 00:00:00,116430,71262,96,45072,255,6,0,11500,2375,6174,2246,2838,3053,0,300,0,0,0,4825,528,0,1270,9702,7.3,5.9,91.0,3.0,5.0,24.1,101.98
2013-10-09 01:00:00,75418,21309,100,54009,0,10819,0,0,2413,6172,2253,5680,3062,0,305,0,0,0,2631,426,0,6437,13811,6.2,4.2,87.0,11.0,8.0,24.1,102.01
2013-10-09 02:00:00,143854,22910,76,120868,337,3589,0,0,2411,6502,63484,3248,3050,1,3003,0,110,0,1567,716,0,3207,29643,5.6,3.5,86.0,10.0,7.0,24.1,101.98
2013-10-09 03:00:00,83139,22132,82,60925,1176,0,0,0,2414,6164,2005,4238,3047,0,3369,0,86,0,5521,539,0,1273,31093,5.2,3.1,86.0,3.0,1.0,24.1,102.02
2013-10-09 04:00:00,75551,27414,66,48071,0,18,0,0,2431,6169,2286,4664,3056,0,7697,0,22,0,2236,412,0,1275,17805,4.8,2.8,87.0,10.0,6.0,24.1,101.99
2013-10-09 05:00:00,74052,11261,94,62697,0,13165,0,0,2434,6180,2270,3650,3073,0,1533,0,18,0,3562,720,0,9669,16423,5.9,4.1,88.0,9.0,6.0,24.1,102.04
2013-10-09 06:00:00,49030,12763,84,36183,0,4607,0,0,2429,6180,2284,2130,3075,1,605,0,8,0,2592,296,0,4546,7430,6.0,4.2,88.0,12.0,8.0,48.3,102.0
2013-10-09 07:00:00,32450,6913,82,25455,0,44,0,0,2406,6192,2291,1624,3075,0,300,0,15,0,2566,300,0,1305,5337,7.0,6.0,93.0,11.0,10.0,48.3,102.01
2013-10-09 08:00:00,33587,6482,88,27017,0,61,0,0,2426,6195,2308,1655,3105,0,300,0,2,0,2359,300,0,1305,7001,7.6,6.2,91.0,11.0,11.0,48.3,102.01
2013-10-09 09:00:00,31491,5908,92,25491,0,85,0,0,2419,6210,2329,1632,3116,0,299,0,6,0,2448,300,0,1308,5339,9.9,7.0,82.0,10.0,12.0,48.3,102.0
2013-10-09 10:00:00,33884,6490,100,27294,0,90,0,0,2445,6195,2329,1622,3122,0,300,0,4,0,3511,300,0,1311,6065,10.7,6.7,76.0,14.0,8.0,48.3,101.97
2013-10-09 11:00:00,30547,6162,84,24301,0,81,0,0,2415,6201,2313,1624,3112,0,299,0,3,0,1301,300,0,1306,5346,12.4,7.3,71.0,15.0,8.0,48.3,101.91
2013-10-09 12:00:00,30762,5323,84,25355,0,38,0,0,2421,6184,2306,1630,3079,0,300,0,14,0,1697,300,0,1306,6080,13.3,6.0,61.0,17.0,10.0,48.3,101.83
2013-10-09 13:00:00,77338,28988,96,48254,126,3643,0,0,2391,6720,2262,3818,3072,0,345,0,0,0,2931,471,0,1287,21188,12.9,5.6,61.0,10.0,8.0,48.3,101.75
2013-10-09 14:00:00,79713,6914,110,72689,256,11,0,0,2440,7725,2258,2862,3057,1,2743,0,0,0,3016,606,0,1306,46408,13.5,5.5,58.0,11.0,9.0,48.3,101.68
2013-10-09 15:00:00,37636,5505,90,32041,0,3,0,0,2434,6173,2277,1452,3063,0,5602,0,0,0,3703,300,0,1299,5735,13.8,3.9,51.0,16.0,12.0,48.3,101.61
2013-10-09 16:00:00,45331,5737,88,39506,0,11,0,0,2446,6188,2257,1441,3057,0,7349,0,0,0,9447,318,0,1300,5692,12.6,5.6,62.0,13.0,9.0,48.3,101.59
2013-10-09 17:00:00,41327,6142,80,35105,0,0,0,0,2426,6178,2268,1435,3061,1,8080,0,0,0,4561,300,0,1302,5493,11.2,5.6,68.0,11.0,11.0,48.3,101.54
